UnitID,US FR,YR,SUM,AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY, Unknown_state , Foreign 
232672,343,2020,345,2,0,1,1,3,1,0,0,6,16,13,2,0,1,1,0,1,0,1,1,15,0,1,0,2,1,0,0,0,0,0,2,3,10,1,2,1,1,3,0,8,0,5,7,0,3,221,1,6,0,0,0,2
232706,303,2021,331,1,0,0,0,6,2,4,1,20,9,1,0,0,0,0,0,1,0,1,0,45,0,0,0,0,0,0,0,0,1,13,0,9,1,0,4,1,0,18,1,0,0,1,1,1,0,158,1,2,0,0,0,28
233295,341,2021,345,0,0,3,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,31,1,2,0,0,0,0,0,0,0,4,0,1,10,0,0,0,0,12,0,3,0,1,0,0,0,267,1,1,0,0,0,4
233301,125,2020,132,0,0,0,0,0,0,0,1,0,5,4,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,4,0,1,0,0,0,0,1,0,3,1,0,0,97,0,1,0,0,0,7
233374,781,2021,867,1,0,4,2,21,7,78,2,4,28,13,1,0,19,1,0,1,4,6,4,42,57,1,2,0,8,0,1,1,2,79,1,107,22,0,10,1,1,61,3,3,1,5,26,0,3,141,3,3,0,1,0,86
233426,454,2021,465,0,0,0,0,0,2,14,4,0,11,6,0,0,2,0,1,0,1,2,4,36,14,0,3,0,0,0,0,0,3,14,1,19,32,0,2,0,2,22,1,11,0,3,3,0,3,238,0,0,0,0,0,11
233541,506,2021,508,1,0,0,1,4,1,4,10,0,8,3,1,0,3,0,0,0,0,1,0,79,4,2,0,1,0,0,0,1,1,12,0,3,12,0,2,0,1,56,0,1,0,0,4,0,2,267,0,20,0,1,0,2
233602,18,2021,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0
233611,298,2020,299,0,2,11,1,11,2,0,1,0,12,7,4,16,2,1,0,0,6,0,0,1,0,3,1,1,0,0,1,3,0,2,2,1,7,2,8,1,8,5,1,7,0,5,10,78,1,58,8,5,0,3,0,1
233718,115,2020,121,1,1,1,1,2,1,1,0,1,1,3,0,0,2,0,0,0,1,0,1,4,1,0,0,0,0,0,0,0,2,4,0,1,11,0,0,0,1,4,0,0,0,1,5,0,1,62,0,1,0,0,0,6
234137,50,2020,50,0,0,0,0,0,1,0,0,0,3,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,5,0,0,1,0,0,22,0,0,0,0,0,0
234164,308,2021,308,1,0,1,0,1,0,2,4,9,1,7,0,0,2,2,1,0,0,2,0,38,0,4,0,0,0,0,0,0,0,10,0,32,6,0,1,0,0,10,0,3,0,0,0,0,0,168,0,1,2,0,0,0
234173,319,2020,323,0,0,0,0,2,0,2,5,0,0,3,0,0,1,1,0,0,0,0,0,30,1,0,0,0,0,0,0,0,0,11,0,9,8,0,2,0,0,11,0,3,0,1,2,0,0,224,0,3,0,0,0,4
234207,451,2021,483,5,0,3,0,8,5,10,2,2,20,30,0,0,6,1,0,2,11,8,2,17,10,5,0,0,4,1,0,0,0,27,1,32,43,0,7,2,3,28,1,15,0,9,37,0,0,85,4,3,2,0,0,32
234915,33,2020,68,0,1,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24,0,0,0,0,35
235024,94,2020,96,0,1,2,0,9,3,0,0,0,1,0,2,1,2,1,0,0,0,0,0,1,1,0,3,0,0,1,0,8,0,1,1,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,52,0,0,0,0,2
235316,1271,2021,1290,1,12,25,0,289,78,7,0,1,5,1,24,21,20,0,1,1,0,2,1,3,4,4,25,1,5,23,8,11,1,5,4,2,1,3,1,3,95,2,0,0,1,1,20,19,1,1,530,0,4,4,2,17
235422,101,2020,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0
236133,156,2020,159,0,1,1,0,6,0,0,0,0,0,0,1,7,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,124,0,0,0,0,3
236230,586,2020,588,0,7,3,0,17,12,0,0,0,0,0,26,3,1,0,1,1,0,1,0,0,0,0,7,0,0,7,0,3,0,0,0,0,0,0,0,1,36,1,0,2,1,1,4,1,0,0,446,0,3,1,0,2
236328,407,2021,408,0,5,5,0,103,39,1,0,0,1,0,15,8,8,0,2,1,0,0,1,1,3,1,18,0,1,2,1,3,1,1,4,4,1,0,3,0,43,1,1,0,0,0,8,8,1,0,103,0,3,6,0,1
236452,279,2020,281,0,2,0,0,9,1,0,0,0,0,1,25,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,2,0,0,0,223,0,0,0,0,2
236577,557,2021,577,0,0,6,0,37,12,0,0,0,2,2,28,4,2,1,2,0,0,0,0,0,0,2,3,0,0,3,0,2,0,0,0,0,1,0,0,1,28,0,0,0,0,3,5,1,1,0,409,0,2,0,2,18
236595,932,2021,967,0,2,8,0,206,28,2,0,0,8,9,85,10,12,0,0,0,0,2,0,3,4,1,13,1,2,7,2,9,1,1,4,5,5,0,0,1,56,2,0,0,0,1,21,3,1,3,406,0,6,2,0,35
236896,265,2021,279,0,1,1,0,67,4,0,0,0,3,0,1,11,0,0,0,0,0,0,0,4,1,1,0,0,0,4,3,2,1,0,0,1,1,0,2,2,53,0,0,0,0,1,10,2,2,0,86,1,0,0,0,14
237057,412,2021,477,1,3,3,0,80,24,1,0,0,2,0,6,12,3,1,0,1,0,2,4,2,3,0,20,0,1,4,1,4,1,2,1,8,2,0,1,1,52,2,0,2,0,0,6,2,0,4,144,0,4,2,0,65
237066,504,2021,534,0,6,5,0,23,5,0,0,0,1,0,25,18,2,0,0,0,0,0,0,1,1,0,0,0,0,12,0,3,0,0,0,0,0,0,0,0,29,0,0,0,1,0,1,1,0,0,369,0,0,1,1,29
237118,250,2021,260,4,0,1,0,11,0,1,1,4,20,12,0,0,4,1,0,0,2,0,0,42,0,3,0,0,0,2,0,0,0,2,0,3,3,0,26,0,1,14,0,0,0,2,2,0,0,21,0,67,1,0,0,10
237136,39,2020,39,1,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,2,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,2,1,0,3,0,1,4,0,3,0,2,0,0,0,2,0,7,2,0,0,0
237181,188,2020,188,0,0,0,0,1,0,0,1,0,26,5,0,0,0,3,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,2,0,1,4,0,52,0,0,28,0,4,0,0,4,0,0,4,0,34,0,0,0,0
237312,205,2021,245,0,0,2,0,1,1,0,1,0,7,2,1,0,2,0,0,1,1,0,0,3,0,0,1,0,0,0,1,0,0,1,0,3,1,0,23,0,0,7,0,0,0,2,2,0,0,9,0,133,0,0,0,40
237358,144,2021,170,0,0,1,0,6,0,1,0,2,2,2,1,0,3,0,0,0,0,0,0,8,0,1,0,0,1,0,2,2,0,3,0,3,0,1,4,0,0,13,0,2,0,1,1,0,0,5,0,78,1,0,0,26
237640,35,2020,50,0,1,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,10,0,0,0,0,0,0,0,2,0,0,1,0,12,0,0,0,15
237969,290,2021,300,0,0,2,0,2,1,2,2,1,23,8,0,1,2,0,0,0,2,0,0,18,1,1,2,0,0,0,0,1,0,7,0,3,11,0,10,0,0,18,0,2,0,0,4,0,0,14,0,150,2,0,0,10
238078,177,2020,188,0,0,2,0,8,3,0,2,4,11,8,0,1,3,1,0,0,1,0,0,14,1,5,0,0,1,0,0,2,0,3,0,6,3,0,47,0,1,13,0,0,0,1,7,0,0,9,1,17,2,0,0,11
238193,113,2021,113,0,0,1,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,102,0,0,0
238324,38,2020,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0
238333,169,2020,187,0,0,1,0,7,3,0,0,2,9,1,0,0,57,2,1,1,0,0,0,1,0,2,3,0,3,0,0,1,1,0,3,4,0,0,1,1,2,0,0,0,1,0,9,1,0,2,3,0,47,0,0,18
238430,98,2021,104,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,86,0,6,0
238458,662,2021,673,0,0,2,0,1,1,0,0,0,4,0,0,0,145,4,2,0,1,0,0,0,0,4,12,0,2,1,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,2,3,1,0,3,0,468,0,0,11
238476,721,2020,724,0,0,2,0,5,5,0,0,0,2,0,0,0,373,11,3,2,0,0,0,0,0,14,26,0,7,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,3,1,0,1,1,0,261,0,0,3
238616,517,2020,521,0,0,4,0,6,2,0,1,0,6,2,0,1,76,7,2,0,0,1,0,1,0,11,12,0,11,0,2,5,0,1,1,2,1,0,1,1,1,1,0,2,0,0,11,1,0,2,2,0,340,0,0,4
238661,286,2020,289,0,0,2,0,2,2,0,0,0,1,0,0,0,21,1,4,1,0,0,1,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,243,0,0,3
238980,160,2021,160,1,0,3,0,8,0,0,0,0,2,0,0,0,15,8,0,0,0,0,0,0,0,9,2,0,1,0,0,4,0,0,1,0,0,0,0,1,0,1,0,0,0,0,10,1,0,1,0,0,92,0,0,0
239017,360,2021,401,2,1,6,1,22,13,3,0,2,2,4,0,2,69,3,4,1,1,0,0,1,2,3,26,0,7,1,0,0,1,1,5,20,4,0,3,0,8,4,0,0,0,0,26,0,2,3,10,0,97,0,1,40
239071,144,2021,147,4,1,3,0,2,3,0,0,0,0,1,2,0,10,7,2,0,1,2,1,1,1,16,2,0,0,0,1,0,0,1,0,2,5,1,5,0,0,6,0,3,0,3,2,0,0,1,2,0,53,0,0,3
239080,246,2020,246,0,0,2,1,3,2,0,0,0,1,0,1,0,45,5,1,0,0,0,0,0,1,5,7,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,1,0,3,1,0,0,1,0,160,1,0,0
239105,1603,2020,1635,0,1,4,0,28,12,10,0,1,8,5,2,2,656,14,5,3,1,1,1,21,17,27,64,1,39,2,16,2,0,11,1,17,0,0,14,0,7,5,3,0,3,1,13,1,0,3,15,0,566,0,0,32
239309,292,2020,292,0,0,0,0,1,2,0,0,0,2,0,0,0,74,1,4,2,0,0,0,4,0,13,11,0,5,0,1,2,0,1,0,0,0,0,4,0,0,0,0,0,0,2,6,0,0,2,0,0,155,0,0,0
239318,636,2021,648,0,3,3,0,9,6,1,1,0,2,2,0,1,161,9,4,0,0,0,0,3,1,9,18,1,1,1,0,0,0,3,0,3,2,0,3,1,0,0,2,0,2,1,6,1,0,0,2,2,372,0,0,12
239390,189,2021,190,0,0,1,0,1,1,0,0,0,0,1,0,0,12,1,0,0,0,0,0,0,0,2,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,161,0,0,1
239512,120,2021,123,0,1,1,0,2,2,1,0,0,4,0,0,0,8,3,5,0,0,1,1,0,0,8,23,0,2,0,1,3,0,2,0,0,0,0,2,1,1,0,0,0,0,0,6,0,1,0,1,0,39,1,0,3
239628,239,2020,241,0,1,10,0,3,2,0,0,0,3,2,0,0,19,2,2,0,0,0,0,0,0,5,4,0,2,0,0,6,0,0,1,1,1,0,0,1,0,0,0,1,0,0,6,1,0,0,0,0,165,1,0,2
239716,581,2021,584,0,1,4,1,0,3,0,0,0,3,0,0,0,96,2,2,0,0,0,0,0,1,26,16,0,0,0,0,1,0,1,1,2,0,2,1,0,0,0,0,1,1,1,4,0,0,0,1,0,410,0,0,3
240107,257,2021,261,1,0,0,0,4,0,1,0,0,2,0,0,0,10,1,10,0,1,0,0,1,1,2,47,0,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,3,1,0,0,2,0,163,0,0,4
240338,274,2021,274,1,0,2,0,5,3,0,0,0,3,2,0,0,22,1,2,0,0,6,0,0,0,6,5,0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,13,0,0,1,2,0,194,0,0,0
240392,181,2020,181,1,0,2,1,3,3,0,1,0,2,3,1,0,14,2,0,0,2,6,0,0,1,8,2,7,4,0,1,0,0,0,0,1,10,0,14,4,1,8,0,7,2,3,14,0,1,6,2,0,44,0,0,0
243744,1821,2021,2119,6,4,33,3,755,33,21,4,8,55,51,11,6,63,12,8,10,10,6,0,32,42,23,28,3,14,4,4,13,2,39,10,85,30,3,21,6,51,27,3,3,3,15,101,8,3,46,90,2,9,2,0,298
243823,54,2021,54,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,1,0,0,0,0,0,0
244233,23,2020,23,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245652,56,2020,64,0,0,3,0,14,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7,3,1,0,1,1,3,1,1,0,0,1,6,0,0,2,3,0,1,0,0,8
245777,4,2020,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
245953,153,2021,163,0,0,0,0,2,0,0,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,2,126,0,0,0,0,0,2,12,0,0,0,0,0,0,0,0,10
247649,82,2020,82,0,1,0,0,8,0,12,0,1,0,2,0,0,0,0,0,0,0,0,2,5,13,1,1,0,0,0,0,0,9,2,1,7,0,0,0,0,2,5,2,0,0,0,0,0,6,1,0,0,1,0,0,0
247773,13,2020,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262086,85,2021,85,0,1,3,2,28,1,0,0,0,2,1,0,0,2,0,0,0,2,0,0,1,1,3,2,0,0,0,0,0,0,1,0,0,2,0,1,2,0,5,0,1,0,1,4,3,0,1,14,0,1,0,0,0
363712,15,2020,18,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
366003,4,2020,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
367884,43,2020,43,0,0,0,0,0,0,0,0,0,39,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
375230,39,2020,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384254,98,2021,100,1,0,1,0,8,2,5,1,0,16,3,0,1,3,1,0,0,1,1,2,7,1,1,2,0,0,0,0,0,1,6,0,9,5,0,2,0,0,4,1,1,0,1,8,0,0,3,0,0,0,0,0,2
384421,20,2020,20,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385619,748,2020,759,7,0,12,5,6,5,3,1,3,427,36,6,2,9,5,1,5,3,8,0,9,4,9,5,7,8,1,1,5,2,12,3,9,17,0,11,6,1,7,0,14,0,10,35,2,1,7,10,1,6,1,11,0
386472,77,2020,77,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
388520,27,2020,34,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,1,0,3,1,0,0,0,0,1,0,0,0,0,9,0,0,0,1,0,0,0,0,7
399911,73,2021,133,0,0,2,1,26,5,0,0,0,3,0,3,3,5,0,0,0,1,0,0,0,1,3,0,0,0,0,0,4,0,0,0,2,0,0,0,0,5,1,0,0,0,0,4,0,0,1,3,0,0,0,0,60
401223,18,2020,18,0,0,1,0,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405058,46,2020,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
405854,23,2020,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407610,2,2020,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412599,127,2021,127,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,2,0,0,0,0,0,0,0,0,0
413617,26,2020,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0
414878,7,2020,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
417734,12,2021,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417752,4,2021,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
418126,9,2020,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420325,23,2020,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
426314,466,2021,494,11,11,18,3,55,8,2,2,0,55,25,16,2,2,0,0,5,13,6,0,3,2,2,2,2,5,0,3,5,0,3,9,3,47,4,6,4,2,3,0,24,1,16,33,0,0,25,23,2,3,0,1,27
433387,984,2021,998,10,6,35,8,58,25,5,5,1,31,46,4,11,15,49,1,5,14,4,2,20,8,12,1,2,17,7,4,34,3,13,5,9,12,2,43,10,17,26,2,10,2,37,156,70,1,27,81,8,5,5,7,7
433536,41,2020,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434937,6,2020,9,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
436614,5,2020,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438151,5,2020,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
439367,32,2020,32,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439701,19,2020,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0
440396,35,2020,40,0,0,1,0,3,0,0,0,0,1,1,0,12,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,1,4
440794,32,2020,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441609,6,2020,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
441982,74,2020,84,0,1,0,0,14,1,1,0,0,3,0,0,0,3,0,0,0,0,0,2,3,12,2,0,0,0,0,0,1,0,5,0,7,1,0,2,0,1,1,1,0,0,1,4,0,0,1,7,0,0,0,0,10
442356,101,2021,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443049,7,2020,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0
443058,3,2020,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
443340,6,2020,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
444398,13,2020,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0
444413,54,2020,56,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,43,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
445203,80,2021,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0
445267,4,2021,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445708,418,2021,418,6,0,0,2,3,4,7,7,2,33,18,1,0,5,4,2,5,1,1,0,11,1,2,1,0,3,0,0,3,1,11,1,15,133,0,7,1,0,11,3,47,1,2,10,1,0,48,0,1,3,0,0,0
446048,284,2020,289,1,1,5,0,3,2,2,0,0,116,7,0,0,16,5,1,4,1,4,1,12,3,29,7,0,6,0,3,1,2,3,0,9,2,0,6,1,0,6,0,2,0,2,6,0,0,7,1,1,4,2,0,5
446233,24,2021,25,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
446394,14,2020,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446604,453,2020,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446640,192,2020,193,0,0,0,0,1,1,1,3,5,1,0,0,0,0,0,0,0,1,0,0,27,0,0,0,0,0,0,0,0,0,16,0,3,0,0,2,0,0,125,0,0,0,0,0,0,0,5,0,0,1,0,0,1
447953,37,2020,40,0,0,0,1,7,2,0,0,0,7,3,0,0,1,0,0,0,3,3,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,3
449348,5,2020,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449658,27,2020,27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,11,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449764,60,2020,60,0,0,0,0,25,1,0,0,0,3,1,0,1,1,2,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,3,0,0,1,0,1,0,6,7,0,0,1,1,0,0,0,0,0
449870,5,2020,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
449931,3,2020,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
